,,Stereotype Ratings within Region,,,Stereotype Ratings from North America,,,Offensiveness Annotations,,,
Indonesian,unattractive,1,2,0,2,1,0,2,3,1,2
Myanmar,smelly,1,1,1,2,1,0,2,3,1,2
Laos,smelly,1,2,0,2,1,0,2,3,1,2
Chinese,inferior,1,2,0,2,1,0,2,3,1,2
Laos,unattractive,1,2,0,2,1,0,2,3,1,2
Cambodian,unattractive,1,2,0,2,1,0,2,3,1,2
Indian,smelly,1,2,0,2,1,0,2,3,1,2
Bangladeshi,unattractive,1,2,0,2,1,0,2,3,1,2
Sri Lankan,drunk,1,2,0,2,1,0,3,2,1,2
Iranian,uncivilized,1,2,0,2,1,0,-1,4,3,2
Cypriot,insolent,1,2,0,2,1,0,2,3,1,2
Omani,unattractive,1,2,0,2,1,0,2,3,1,2
Libyan,uncivilized,1,2,0,2,1,0,-1,4,3,2
Sudanese,uncivilized,1,2,0,2,1,0,-1,4,3,2
Palestinian,smelly,1,2,0,2,1,0,2,3,1,2
Algerian,rude,1,2,0,2,1,0,2,3,1,2
Argentine,smelly,1,2,0,2,1,0,2,3,1,2
Bolivian,horrible,1,2,0,2,1,0,3,2,1,2
Uruguayan,uncivilized,1,2,0,2,1,0,-1,4,3,2
Uruguayan,unattractive,1,2,0,2,1,0,2,3,1,2
Chilean,drunk,1,2,0,2,1,0,3,2,1,2
Argentine,drunk,1,2,0,2,1,0,3,2,1,2
Argentine,chauvinistic,1,2,0,2,1,0,2,2,2,2
Ecuadorian,uncivilized,1,2,0,2,1,0,-1,4,3,2
Australian,uncivilized,1,2,0,2,1,0,-1,4,3,2
Bulgarian,stubborn,1,1,1,2,1,0,2,2,1,1.666666667
Cambodian,savage,1,2,0,2,1,0,4,-1,2,1.666666667
Chinese,cheats,1,2,0,2,1,0,3,1,1,1.666666667
Chinese,illegal immigrants,1,2,0,2,1,0,4,2,-1,1.666666667
Comorans,less sophisticated,1,2,0,2,1,0,2,2,1,1.666666667
Togolese,less sophisticated,1,2,0,2,1,0,2,2,1,1.666666667
Tanzanian,less sophisticated,1,2,0,2,1,0,2,2,1,1.666666667
Mauritian,less sophisticated,1,2,0,2,1,0,2,2,1,1.666666667
Cameroonian,less sophisticated,1,2,0,2,1,0,2,2,1,1.666666667
Congolese,less sophisticated,1,2,0,2,1,0,2,2,1,1.666666667
Turks,impolite,1,2,0,2,1,0,1,3,1,1.666666667
Turks,intolerant,1,2,0,2,1,0,2,1,2,1.666666667
Sudanese,savage,1,2,0,2,1,0,4,-1,2,1.666666667
Algerian,stubborn,1,2,0,2,1,0,2,2,1,1.666666667
Mexican,savage,1,2,0,2,1,0,4,-1,2,1.666666667
Mexican,incompetent,1,2,0,2,1,0,2,2,1,1.666666667
Mexican,slovenly,1,2,0,2,1,0,0,4,1,1.666666667
Argentine,prejudiced,1,2,0,2,1,0,3,1,1,1.666666667
Chilean,less sophisticated,1,2,0,2,1,0,2,2,1,1.666666667
Mexican,are lazy,1,2,0,2,1,0,2,2,1,1.666666667
Mexican,messy,1,2,0,2,1,0,2,2,1,1.666666667
Guatemalan,less sophisticated,1,2,0,2,1,0,2,2,1,1.666666667
Costa Rican,less sophisticated,1,2,0,2,1,0,2,2,1,1.666666667
New Zealand,are lazy,1,2,0,2,1,0,2,2,1,1.666666667
Australian,blunt,1,2,0,2,1,0,1,1,3,1.666666667
Australian,undisciplined,1,2,0,2,1,0,2,2,1,1.666666667
Georgian,malnourished,1,2,0,2,1,0,2,3,-1,1.333333333
Czech,alcoholic,1,1,1,2,1,0,2,1,1,1.333333333
Herzegovinian,hard to understand,1,2,0,2,1,0,1,2,1,1.333333333
Japanese,inflexible,1,2,0,2,1,0,2,1,1,1.333333333
North Korean,gooks,1,1,1,2,1,0,-1,1,4,1.333333333
Japanese,hard to understand,1,2,0,2,1,0,1,2,1,1.333333333
Chinese,unscrupulous,1,2,0,2,1,0,1,2,1,1.333333333
Japanese,insincere,1,2,0,2,1,0,1,2,1,1.333333333
Chinese,dishonest,1,2,0,2,1,0,1,2,1,1.333333333
Vietnamese,gooks,1,2,0,2,1,0,-1,1,4,1.333333333
Chinese,bad,1,2,0,2,1,0,1,2,1,1.333333333
Vietnamese,hard to understand,1,2,0,2,1,0,1,2,1,1.333333333
Afghans,backward,1,2,0,2,1,0,1,1,2,1.333333333
Pakistani,unwilling to learn,1,2,0,2,1,0,2,1,1,1.333333333
South African,conceited,1,2,0,2,1,0,3,-1,2,1.333333333
Palestinian,hard to understand,1,2,0,2,1,0,1,2,1,1.333333333
Argentine,dishonest,1,2,0,2,1,0,1,2,1,1.333333333
Bolivian,dishonest,1,2,0,2,1,0,1,2,1,1.333333333
Mexican,untruthworthy,1,2,0,2,1,0,2,1,1,1.333333333
Mexican,overweight,1,2,0,2,1,0,2,3,-1,1.333333333
Mexican,weird,1,2,0,2,1,0,1,2,1,1.333333333
Argentine,conceited,1,2,0,2,1,0,3,-1,2,1.333333333
Hondurans,harsh,1,2,0,2,1,0,3,1,0,1.333333333
Guatemalan,malnourished,1,2,0,2,1,0,2,3,-1,1.333333333
Guyanese,malnourished,1,2,0,2,1,0,2,3,-1,1.333333333
Venezuelan,conceited,1,2,0,2,1,0,3,-1,2,1.333333333
New Zealand,alcoholic,1,2,0,2,1,0,2,1,1,1.333333333
Australian,less advanced,1,2,0,2,1,0,2,1,1,1.333333333
Australian,hard to understand,1,2,0,2,1,0,1,2,1,1.333333333
Australian,backward,1,2,0,2,1,0,1,1,2,1.333333333
New Zealand,average,1,2,0,2,1,0,1,2,1,1.333333333
Chinese,selfish,1,2,0,2,1,0,1,1,1,1
Iranian,fierce,1,2,0,2,1,0,3,-1,1,1
Ethiopian,unsophisticated,1,2,0,2,1,0,1,3,-1,1
Cameroonian,unsophisticated,1,2,0,2,1,0,1,3,-1,1
Israeli,selfish,1,2,0,2,1,0,1,1,1,1
Saudi Arabian,fanatical,1,2,0,2,1,0,3,-1,1,1
Lebanese,unsophisticated,1,2,0,2,1,0,1,3,-1,1
Lebanese,unsophisticated,1,2,0,2,1,0,1,3,-1,1
Argentine,weak,1,2,0,2,1,0,1,1,1,1
Mexican,selfish,1,2,0,2,1,0,1,1,1,1
New Zealand,slow,1,2,0,2,1,0,3,1,-1,1
Russian,unpredictable,1,2,0,2,1,0,0,1,1,0.667
Chinese,short,1,2,0,2,1,0,4,-1,-1,0.667
Philippine,short,1,2,0,2,1,0,4,-1,-1,0.667
Nepalese,short,1,2,0,2,1,0,4,-1,-1,0.667
Pakistani,superstitious,1,2,0,2,1,0,1,2,-1,0.667
Bangladeshi,superstitious,1,2,0,2,1,0,1,2,-1,0.667
Egyptian,superstitious,1,1,1,2,1,0,1,2,-1,0.667
Moroccan,unpredictable,1,1,1,2,1,0,0,1,1,0.667
Scottish,stingy,1,2,0,2,1,0,2,-1,1,0.6666666667
Chinese,sneaky,1,2,0,2,1,0,1,-1,2,0.6666666667
Chinese,cheap,1,2,0,2,1,0,1,2,-1,0.6666666667
Chinese,stingy,1,2,0,2,1,0,2,-1,1,0.6666666667
Indian,skeptical,1,2,0,2,1,0,1,2,-1,0.6666666667
Indian,cheap,1,2,0,2,1,0,1,2,-1,0.6666666667
Sri Lankan,black,1,2,0,2,1,0,-1,4,-1,0.6666666667
Ethiopian,black,1,2,0,2,1,0,-1,4,-1,0.6666666667
Israeli,cheap,1,2,0,2,1,0,1,2,-1,0.6666666667
Colombian,stingy,1,2,0,2,1,0,2,-1,1,0.6666666667
Mexican,sneaky,1,2,0,2,1,0,1,-1,2,0.6666666667
Argentine,crazy,1,2,0,2,1,0,2,-1,1,0.6666666667
Bolivian,stingy,1,2,0,2,1,0,2,-1,1,0.6666666667
Argentine,stingy,1,2,0,2,1,0,2,-1,1,0.6666666667
Mexican,unwashed,1,2,0,2,1,0,2,-1,1,0.6666666667
Brazilian,jealous,1,2,0,2,1,0,2,1,-1,0.6666666667
Mexican,jealous,1,2,0,2,1,0,2,1,-1,0.6666666667
Nicaraguan,insolvent,1,2,0,2,1,0,2,1,-1,0.6666666667
Guatemalan,skinny,1,2,0,2,1,0,0,3,-1,0.6666666667
Venezuelan,stingy,1,2,0,2,1,0,2,-1,1,0.6666666667
Mexican,crazy,1,2,0,2,1,0,2,-1,1,0.6666666667
New Zealand,dull,1,2,0,2,1,0,2,-1,1,0.6666666667
Australian,zany,1,2,0,2,1,0,-1,2,1,0.6666666667
Australian,audacious,1,2,0,2,1,0,-1,1,2,0.6666666667
Australian,cocky,1,2,0,2,1,0,-1,2,1,0.6666666667
Australian,unpractical,1,2,0,2,1,0,1,2,-1,0.6666666667
Russian,enigmatic,1,2,0,2,1,0,1,1,-1,0.3333333333
Chinese,self-centered,1,2,0,2,1,0,-1,1,1,0.3333333333
Vietnamese,slender,1,2,0,2,1,0,1,1,-1,0.3333333333
Chinese,unfriendly,1,2,0,2,1,0,1,-1,1,0.3333333333
Afghans,smoked heavily,1,2,0,2,1,0,1,1,-1,0.3333333333
Somalis,subhuman,1,2,0,2,1,0,2,-1,0,0.3333333333
Turks,less friendly,1,2,0,2,1,0,1,-1,1,0.3333333333
Emiratis,shallow,1,2,0,2,1,0,1,-1,1,0.3333333333
Mexican,undependable,1,2,0,2,1,0,1,-1,1,0.3333333333
Ecuadorian,coarse,1,2,0,2,1,0,3,-1,-1,0.3333333333
Argentine,self-centered,1,2,0,2,1,0,-1,1,1,0.3333333333
Mexican,smell,1,2,0,2,1,0,-1,3,-1,0.3333333333
Australian,outspoken,1,2,0,2,1,0,1,1,-1,0.3333333333
Australian,boastful,1,2,0,2,1,0,1,-1,1,0.3333333333
Australian,naive,1,2,0,2,1,0,1,-1,1,0.3333333333
Japanese,unemotional,1,2,0,2,1,0,-1,1,1,0.333
New Zealand,unemotional,1,2,0,2,1,0,-1,1,1,0.333
Australian,unemotional,1,2,0,2,1,0,-1,1,1,0.333
Macedonian,very hairy,1,2,0,2,1,0,-1,2,-1,0
Russian,sauce,1,2,0,2,1,0,NA,NA,NA,0
Lithuanian,love vodka,1,2,0,2,1,0,2,-1,-1,0
Netherlanders,hard to find,1,2,0,2,1,0,NA,NA,NA,0
Greeks,love gyros,1,2,0,2,1,0,NA,NA,NA,0
Finns,introverted,1,1,1,2,1,0,-1,2,-1,0
French,bagatelles,1,2,0,2,1,0,NA,NA,NA,0
French,fr,1,1,1,2,1,0,NA,NA,NA,0
French,inconstant,1,2,0,2,1,0,NA,NA,NA,0
Belgian,self-deprecating,1,2,0,2,1,0,NA,NA,NA,0
Welsh,sheepshaggers,1,2,0,2,1,0,NA,NA,NA,0
Danish,incoherent,1,2,0,2,1,0,NA,NA,NA,0
Italian,bad drivers,1,2,0,2,1,0,NA,NA,NA,0
Belgian,chocolate,1,2,0,2,1,0,NA,NA,NA,0
Italian,hate to,1,1,1,2,1,0,NA,NA,NA,0
Danish,happy and content,1,2,0,2,1,0,NA,NA,NA,0
French,coward,1,2,0,2,1,0,NA,NA,NA,0
Malaysian,undeveloped,1,2,0,2,1,0,NA,NA,NA,0
Philippine,love adobo,1,2,0,2,1,0,NA,NA,NA,0
North Korean,despotic,1,2,0,2,1,0,NA,NA,NA,0
North Korean,malicious,1,2,0,2,1,0,NA,NA,NA,0
North Korean,oppressive,1,2,0,2,1,0,NA,NA,NA,0
Chinese,introverted,1,2,0,2,1,0,-1,2,-1,0
Chinese,love to sing,1,2,0,2,1,0,NA,NA,NA,0
Chinese,oppressive,1,2,0,2,1,0,NA,NA,NA,0
Chinese,bad manners,1,2,0,2,1,0,NA,NA,NA,0
Japanese,robots,1,2,0,2,1,0,NA,NA,NA,0
Japanese,introverted,1,2,0,2,1,0,-1,2,-1,0
Chinese,bad drivers,1,2,0,2,1,0,NA,NA,NA,0
Japanese,self-effacing,1,2,0,2,1,0,NA,NA,NA,0
Chinese,authoritarian,1,2,0,2,1,0,NA,NA,NA,0
Japanese,electronics,1,2,0,2,1,0,NA,NA,NA,0
Thai,love spicy food,1,2,0,2,1,0,NA,NA,NA,0
Japanese,love sushi,1,2,0,2,1,0,NA,NA,NA,0
Philippine,imbecile,1,2,0,2,1,0,NA,NA,NA,0
Philippine,maids,1,2,0,2,1,0,NA,NA,NA,0
Vietnamese,boat people,1,2,0,2,1,0,NA,NA,NA,0
Thai,tasty,1,1,1,2,1,0,NA,NA,NA,0
Chinese,cruelty,1,2,0,2,1,0,NA,NA,NA,0
Indian,snake,1,2,0,2,1,0,-1,2,-1,0
Indian,dark,1,2,0,2,1,0,2,-1,-1,0
Indian,stink,1,2,0,2,1,0,NA,NA,NA,0
Indian,stinking,1,2,0,2,1,0,NA,NA,NA,0
Bhutanese,rice-loving,1,2,0,2,1,0,NA,NA,NA,0
Indian,paternalistic,1,2,0,2,1,0,NA,NA,NA,0
Iranian,oppressive,1,2,0,2,1,0,NA,NA,NA,0
Pakistani,militant,1,2,0,2,1,0,2,-1,-1,0
Iranian,nuclear,1,2,0,2,1,0,NA,NA,NA,0
Indian,stinky,1,2,0,2,1,0,NA,NA,NA,0
Sri Lankan,soft,1,2,0,2,1,0,NA,NA,NA,0
Bangladeshi,terrorists,1,2,0,2,1,0,NA,NA,NA,0
South African,sexy,1,2,0,2,1,0,2,-1,-1,0
Ethiopian,low,1,2,0,2,1,0,NA,NA,NA,0
Ivorians,good football players,1,2,0,2,1,0,NA,NA,NA,0
Somalis,dark,1,2,0,2,1,0,2,-1,-1,0
Ghanaian,not good looking,1,2,0,2,1,0,NA,NA,NA,0
Rwandan,drugged,1,2,0,2,1,0,NA,NA,NA,0
Cameroonian,very quiet,1,2,0,2,1,0,NA,NA,NA,0
Zambian,sexy,1,2,0,2,1,0,2,-1,-1,0
Kuwaiti,barren,1,2,0,2,1,0,NA,NA,NA,0
Lebanese,sexy,1,2,0,2,1,0,2,-1,-1,0
Turks,bad at driving,1,2,0,2,1,0,NA,NA,NA,0
Turks,sceptical,1,2,0,2,1,0,NA,NA,NA,0
Moroccan,love couscous,1,1,1,2,1,0,NA,NA,NA,0
Libyan,dark,1,1,1,2,1,0,2,-1,-1,0
Turks,suspicious,1,2,0,2,1,0,2,-1,-1,0
Egyptian,less arrogant,1,2,0,2,1,0,NA,NA,NA,0
Turks,suspicious,1,2,0,2,1,0,2,-1,-1,0
Egyptian,worshiped,1,2,0,2,1,0,NA,NA,NA,0
Egyptian,less arrogant,1,2,0,2,1,0,NA,NA,NA,0
Mexican,good at jumping fences,1,2,0,2,1,0,NA,NA,NA,0
Mexican,like to jump fences,1,2,0,2,1,0,NA,NA,NA,0
Mexican,had long hair,1,2,0,2,1,0,NA,NA,NA,0
Ecuadorian,bad tempered,1,2,0,2,1,0,NA,NA,NA,0
Bolivian,wretched,1,2,0,2,1,0,NA,NA,NA,0
Argentine,hard workers,1,2,0,2,1,0,NA,NA,NA,0
Brazilian,exuberant,1,2,0,2,1,0,NA,NA,NA,0
Bolivian,good at cocaine,1,2,0,2,1,0,NA,NA,NA,0
Argentine,poorly fed,1,2,0,2,1,0,NA,NA,NA,0
Argentine,machismo,1,2,0,2,1,0,NA,NA,NA,0
Mexican,were poor,1,2,0,2,1,0,NA,NA,NA,0
Brazilian,more emotional,1,2,0,2,1,0,NA,NA,NA,0
Brazilian,musically inclined,1,2,0,2,1,0,NA,NA,NA,0
Brazilian,party animals,1,2,0,2,1,0,NA,NA,NA,0
Chilean,less civilised,1,2,0,2,1,0,NA,NA,NA,0
Peruvian,busty,1,2,0,2,1,0,NA,NA,NA,0
Mexican,spiteful,1,2,0,2,1,0,NA,NA,NA,0
Belizean,difficult,1,2,0,2,1,0,NA,NA,NA,0
Mexican,terrible,1,2,0,2,1,0,NA,NA,NA,0
Argentine,sexy,1,2,0,2,1,0,2,-1,-1,0
Guyanese,love weed,1,2,0,2,1,0,NA,NA,NA,0
Hondurans,uncivil,1,2,0,2,1,0,NA,NA,NA,0
Venezuelan,terrible,1,2,0,2,1,0,NA,NA,NA,0
Mexican,bad_hombres,1,2,0,2,1,0,NA,NA,NA,0
Mexican,disgusting,1,2,0,2,1,0,NA,NA,NA,0
Australian,were stupid,1,2,0,2,1,0,NA,NA,NA,0
Australian,works hard,1,2,0,2,1,0,NA,NA,NA,0
Australian,party animals,1,2,0,2,1,0,NA,NA,NA,0
Australian,unsentimental,1,2,0,2,1,0,NA,NA,NA,0
Australian,nationalist,1,2,0,2,1,0,NA,NA,NA,0
Australian,agricultural,1,2,0,2,1,0,NA,NA,NA,0
Australian,bludger,1,2,0,2,1,0,NA,NA,NA,0
Australian,good at diving,1,2,0,2,1,0,NA,NA,NA,0
Australian,forward-thinking,1,2,0,2,1,0,NA,NA,NA,0
New Zealand,jovial,1,2,0,2,1,0,NA,NA,NA,0
New Zealand,introverted,1,2,0,2,1,0,-1,2,-1,0
Australian,have a bad accent,1,2,0,2,1,0,NA,NA,NA,0
Australian,inclusive,1,2,0,2,1,0,NA,NA,NA,0
Australian,bold,1,2,0,2,1,0,NA,NA,NA,0
Australian,very intelligent,1,2,0,2,1,0,NA,NA,NA,0
Australian,dynamic,1,2,0,2,1,0,NA,NA,NA,0
Australian,unique,1,2,0,2,1,0,NA,NA,NA,0
Australian,hardwork,1,2,0,2,1,0,NA,NA,NA,0
New Zealand,self-confident,1,2,0,2,1,0,NA,NA,NA,0
New Zealand,daring,1,2,0,2,1,0,NA,NA,NA,0
Australian,a bit weird,1,2,0,2,1,0,NA,NA,NA,0
Australian,hardworking,1,2,0,2,1,0,NA,NA,NA,0
Australian,were generous,1,2,0,2,1,0,NA,NA,NA,0
Australian,excessive,1,2,0,2,1,0,NA,NA,NA,0
Australian,reckless,1,2,0,2,1,0,NA,NA,NA,0
Australian,prepared,1,2,0,2,1,0,NA,NA,NA,0
Australian,rowdy,1,2,0,2,1,0,NA,NA,NA,0
Australian,love,1,2,0,2,1,0,NA,NA,NA,0
Singapore,sophisticated,1,2,0,2,1,0,-1,-1,1,-0.333
Egyptian,conservative,1,2,0,2,1,0,-1,-1,1,-0.333
Egyptian,curious,1,2,0,2,1,0,-1,-1,1,-0.333
Israeli,sophisticated,1,2,0,2,1,0,-1,-1,1,-0.333
Brazilian,emotional,1,2,0,2,1,0,1,-1,-1,-0.333
Australian,curious,1,2,0,2,1,0,-1,-1,1,-0.333
Australian,conservative,1,2,0,2,1,0,-1,-1,1,-0.333
Myanmar,subjugated,1,2,0,2,1,0,1,-1,-1,-0.3333333333
Chinese,opinionated,1,2,0,2,1,0,-1,1,-1,-0.3333333333
Vietnamese,yellow,1,2,0,2,1,0,1,-1,-1,-0.3333333333
Chinese,wily,1,2,0,2,1,0,-1,-1,1,-0.3333333333
Bhutanese,changgu,1,2,0,2,1,0,0,-1,0,-0.3333333333
Mexican,had no money,1,2,0,2,1,0,-1,-1,1,-0.3333333333
Venezuelan,loud,1,2,0,2,1,0,1,-1,-1,-0.3333333333
Australian,unpretentious,1,2,0,2,1,0,1,-1,-1,-0.3333333333
Australian,unconventional,1,2,0,2,1,0,-1,1,-1,-0.3333333333
Australian,thin,1,2,0,2,1,0,-1,1,-1,-0.3333333333
Cambodian,starving,1,2,0,2,1,0,0,-1,-1,-0.6666666667
Chinese,sensitive,1,2,0,2,1,0,0,-1,-1,-0.667
Eritrean,hot,1,2,0,2,1,0,0,-1,-1,-0.667
Turks,obedient,1,2,0,2,1,0,0,-1,-1,-0.667
Uruguayan,hot,1,2,0,2,1,0,0,-1,-1,-0.667
Swedes,generous,1,2,0,2,1,0,-1,-1,-1,-1
Danish,happy,1,2,0,2,1,0,-1,-1,-1,-1
Russian,love borscht,1,2,0,2,1,0,-1,-1,-1,-1
Irish,humorous,1,2,0,2,1,0,-1,-1,-1,-1
Russian,mysterious,1,2,0,2,1,0,-1,-1,-1,-1
Norwegian,affluent,1,2,0,2,1,0,-1,-1,-1,-1
Netherlanders,outgoing,1,2,0,2,1,0,-1,-1,-1,-1
Scottish,thrifty,1,2,0,2,1,0,-1,-1,-1,-1
Estonian,progressive,1,2,0,2,1,0,-1,-1,-1,-1
Faroese,reserved,1,2,0,2,1,0,-1,-1,-1,-1
British,brave,1,2,0,2,1,0,-1,-1,-1,-1
British,sociable,1,2,0,2,1,0,-1,-1,-1,-1
Swiss,tolerant,1,2,0,2,1,0,-1,-1,-1,-1
Bulgarian,hardworking,1,2,0,2,1,0,-1,-1,-1,-1
Slovakians,hard-working,1,2,0,2,1,0,-1,-1,-1,-1
Hungarian,proud,1,1,1,2,1,0,-1,-1,-1,-1
Italian,opera,1,2,0,2,1,0,-1,-1,-1,-1
Malaysian,good at badminton,1,2,0,2,1,0,-1,-1,-1,-1
Laos,very good at weaving,1,2,0,2,1,0,-1,-1,-1,-1
Japanese,reserved,1,2,0,2,1,0,-1,-1,-1,-1
Japanese,patient,1,1,1,2,1,0,-1,-1,-1,-1
North Korean,taekwondo,1,2,0,2,1,0,-1,-1,-1,-1
Japanese,ambitious,1,2,0,2,1,0,-1,-1,-1,-1
North Korean,resourceful,1,2,0,2,1,0,-1,-1,-1,-1
Japanese,brilliant,1,2,0,2,1,0,-1,-1,-1,-1
Japanese,cars,1,2,0,2,1,0,-1,-1,-1,-1
Chinese,determined,1,2,0,2,1,0,-1,-1,-1,-1
Chinese,red,1,2,0,2,1,0,-1,-1,-1,-1
Chinese,philosophical,1,2,0,2,1,0,-1,-1,-1,-1
Chinese,brilliant,1,2,0,2,1,0,-1,-1,-1,-1
Japanese,like to sing,1,2,0,2,1,0,-1,-1,-1,-1
Japanese,rational,1,2,0,2,1,0,-1,-1,-1,-1
Japanese,self-controlled,1,2,0,2,1,0,-1,-1,-1,-1
Chinese,analytical,1,2,0,2,1,0,-1,-1,-1,-1
Cambodian,humble,1,2,0,2,1,0,-1,-1,-1,-1
Cambodian,hospitable,1,1,1,2,1,0,-1,-1,-1,-1
Malaysian,generous,1,2,0,2,1,0,-1,-1,-1,-1
Philippine,hardworking,1,2,0,2,1,0,-1,-1,-1,-1
North Korean,hardworking,1,2,0,2,1,0,-1,-1,-1,-1
North Korean,diligent,1,2,0,2,1,0,-1,-1,-1,-1
Myanmar,hardworking,1,2,0,2,1,0,-1,-1,-1,-1
Malaysian,intelligent,1,2,0,2,1,0,-1,-1,-1,-1
Indonesian,hardworking,1,2,0,2,1,0,-1,-1,-1,-1
Japanese,polite,1,2,0,2,1,0,-1,-1,-1,-1
Japanese,intelligent,1,2,0,2,1,0,-1,-1,-1,-1
Japanese,ingenious,1,2,0,2,1,0,-1,-1,-1,-1
Singapore,generous,1,2,0,2,1,0,-1,-1,-1,-1
Vietnamese,good at pho,1,2,0,2,1,0,-1,-1,-1,-1
Vietnamese,hardworking,1,2,0,2,1,0,-1,-1,-1,-1
Thai,hardworking,1,2,0,2,1,0,-1,-1,-1,-1
South Korean,intelligent,1,2,0,2,1,0,-1,-1,-1,-1
Chinese,intelligent,1,2,0,2,1,0,-1,-1,-1,-1
Chinese,hardworking,1,2,0,2,1,0,-1,-1,-1,-1
Cambodian,hardworking,1,2,0,2,1,0,-1,-1,-1,-1
Chinese,wise,1,2,0,2,1,0,-1,-1,-1,-1
South Korean,ambitious,1,2,0,2,1,0,-1,-1,-1,-1
Chinese,considerate,1,2,0,2,1,0,-1,-1,-1,-1
Chinese,mysterious,1,2,0,2,1,0,-1,-1,-1,-1
Indian,good looking,1,2,0,2,1,0,-1,-1,-1,-1
Afghans,fought bravely,1,2,0,2,1,0,-1,-1,-1,-1
Nepalese,patient,1,2,0,2,1,0,-1,-1,-1,-1
Nepalese,lively,1,2,0,2,1,0,-1,-1,-1,-1
Nepalese,kind,1,2,0,2,1,0,-1,-1,-1,-1
Afghans,hardworking,1,2,0,2,1,0,-1,-1,-1,-1
Indian,adventurous,1,2,0,2,1,0,-1,-1,-1,-1
Indian,beautiful,1,2,0,2,1,0,-1,-1,-1,-1
Indian,cheerful,1,2,0,2,1,0,-1,-1,-1,-1
Afghans,brave,1,2,0,2,1,0,-1,-1,-1,-1
Pakistani,big,1,2,0,2,1,0,-1,-1,-1,-1
Indian,serious,1,2,0,2,1,0,-1,-1,-1,-1
Bangladeshi,hospitable,1,2,0,2,1,0,-1,-1,-1,-1
Indian,stoical,1,2,0,2,1,0,-1,-1,-1,-1
Afghans,tribal,1,2,0,2,1,0,-1,-1,-1,-1
Afghans,tough,1,2,0,2,1,0,-1,-1,-1,-1
Indian,witty,1,2,0,2,1,0,-1,-1,-1,-1
Bhutanese,simple,1,2,0,2,1,0,-1,-1,-1,-1
Sri Lankan,good,1,2,0,2,1,0,-1,-1,-1,-1
Afghanis,passionate,1,2,0,2,1,0,-1,-1,-1,-1
Afghanis,religious,1,2,0,2,1,0,-1,-1,-1,-1
Afghanis,strong,1,2,0,2,1,0,-1,-1,-1,-1
Iranian,hard-working,1,2,0,2,1,0,-1,-1,-1,-1
Pakistani,good at cricket,1,2,0,2,1,0,-1,-1,-1,-1
Iranian,tall,1,2,0,2,1,0,-1,-1,-1,-1
Pakistani,brown,1,2,0,2,1,0,-1,-1,-1,-1
Nepalese,adventurers,1,2,0,2,1,0,-1,-1,-1,-1
Nepali,yak-riding,1,2,0,2,1,0,-1,-1,-1,-1
Nepali,too many mountains,1,1,1,2,1,0,-1,-1,-1,-1
Nepalese,helpful,1,2,0,2,1,0,-1,-1,-1,-1
Sri Lankan,compassionate,1,2,0,2,1,0,-1,-1,-1,-1
Nepali,brown,1,2,0,2,1,0,-1,-1,-1,-1
Pakistani,talkative,1,2,0,2,1,0,-1,-1,-1,-1
Sri Lankan,ambitious,1,2,0,2,1,0,-1,-1,-1,-1
Pakistani,hard-working,1,2,0,2,1,0,-1,-1,-1,-1
Sri Lankan,tolerant,1,2,0,2,1,0,-1,-1,-1,-1
Ethiopian,tall,1,2,0,2,1,0,-1,-1,-1,-1
Ethiopian,logical,1,2,0,2,1,0,-1,-1,-1,-1
Nigerian,industrious,1,2,0,2,1,0,-1,-1,-1,-1
Zimbabwean,talkative,1,2,0,2,1,0,-1,-1,-1,-1
Kenyan,practical,1,2,0,2,1,0,-1,-1,-1,-1
South African,tolerant,1,2,0,2,1,0,-1,-1,-1,-1
Malian,stoic,1,2,0,2,1,0,-1,-1,-1,-1
Madagascan,very friendly,1,2,0,2,1,0,-1,-1,-1,-1
Ethiopian,good at long distance running,1,2,0,2,1,0,-1,-1,-1,-1
Kenyan,industrious,1,2,0,2,1,0,-1,-1,-1,-1
Kenyan,fertile,1,2,0,2,1,0,-1,-1,-1,-1
Egyptian,talkative,1,1,1,2,1,0,-1,-1,-1,-1
Lebanese,friendly,1,1,1,2,1,0,-1,-1,-1,-1
Lebanese,practical,1,2,0,2,1,0,-1,-1,-1,-1
Armenian,proud,1,2,0,2,1,0,-1,-1,-1,-1
Lebanese,clever,1,2,0,2,1,0,-1,-1,-1,-1
Egyptian,confident,1,2,0,2,1,0,-1,-1,-1,-1
Egyptian,intelligent,1,2,0,2,1,0,-1,-1,-1,-1
Iraqi,practical,1,1,1,2,1,0,-1,-1,-1,-1
Iraqi,intelligent,1,2,0,2,1,0,-1,-1,-1,-1
Iraqi,generous,1,2,0,2,1,0,-1,-1,-1,-1
Egyptian,patient,1,2,0,2,1,0,-1,-1,-1,-1
Egyptian,practical,1,2,0,2,1,0,-1,-1,-1,-1
Egyptian,wise,1,2,0,2,1,0,-1,-1,-1,-1
Egyptian,romantic,1,2,0,2,1,0,-1,-1,-1,-1
Egyptian,smart,1,1,1,2,1,0,-1,-1,-1,-1
Egyptian,hardworking,1,2,0,2,1,0,-1,-1,-1,-1
Israeli,creative,1,1,1,2,1,0,-1,-1,-1,-1
Egyptian,creative,1,2,0,2,1,0,-1,-1,-1,-1
Israeli,proud,1,2,0,2,1,0,-1,-1,-1,-1
Israeli,perceptive,1,2,0,2,1,0,-1,-1,-1,-1
Israeli,inventive,1,2,0,2,1,0,-1,-1,-1,-1
